1,PD000001,"プレゼント用Shop Point",友達にSPをプレゼントできます,友達へのお祝いに！,0,0,0
3102736,PD310273,スクールシューズ・ホワイト,男子生徒用　スクールシューズ・ホワイトを30日間利用できます,180日間利用可能,1,0,20180
3102746,PD310274,スクールハット・？？？,男子生徒用　スクールハット・？？？を30日間利用できます,180日間利用可能,1,0,20180
3202706,PD320270,クラシック制服,女生徒用　クラシック制服を30日間利用できます,180日間利用可能,2,0,20180
3202716,PD320271,スクールジャケット・パープル,女生徒用　スクールジャケット・パープルを30日間利用できます,180日間利用可能,2,0,20180
3202726,PD320272,スクールスカート・オレンジ,女生徒用　スクールスカート・オレンジを30日間利用できます,180日間利用可能,2,0,20180
3202736,PD320273,スクールシューズ・パープル,女生徒用　スクールシューズ・パープルを30日間利用できます,180日間利用可能,2,0,20180
3202746,PD320274,スクールハット・パープル,女生徒用　スクールハット・パープルを30日間利用できます,180日間利用可能,2,0,20180
3102806,PD310280,モダン制服,男子生徒用　モダン制服を30日間利用できます,180日間利用可能,1,0,20180
3102816,PD310281,スクールジャケット・ピンク,男子生徒用　スクールジャケット・ピンクを30日間利用できます,180日間利用可能,1,0,20180
3102826,PD310282,スクールズボン・オレンジ,男子生徒用　スクールズボン・オレンジを30日間利用できます,180日間利用可能,1,0,20180
3102836,PD310283,スクールシューズ・オレンジ,男子生徒用　スクールシューズ・オレンジを30日間利用できます,180日間利用可能,1,0,20180
3102846,PD310284,スクールハット・？？？,男子生徒用　スクールハット・？？？を30日間利用できます,180日間利用可能,1,0,20180
3202806,PD320280,モダン制服,女生徒用　モダン制服を30日間利用できます,180日間利用可能,2,0,20180
3202816,PD320281,スクールジャケット・ピンク,女生徒用　スクールジャケット・ピンクを30日間利用できます,180日間利用可能,2,0,20180
3202826,PD320282,スクールスカート・パープル,女生徒用　スクールスカート・パープルを30日間利用できます,180日間利用可能,2,0,20180
3202836,PD320283,スクールシューズ・ピンク,女生徒用　スクールシューズ・ピンクを30日間利用できます,180日間利用可能,2,0,20180
3202846,PD320284,スクールハット・ピンク,女生徒用　スクールハット・ピンクを30日間利用できます,180日間利用可能,2,0,20180
3102707,PD310270,クラシック制服,男子生徒用　クラシック制服を30日間利用できます,365日間利用可能,1,0,20365
3102717,PD310271,スクールジャケット・パープル,男子生徒用　スクールジャケット・パープルを30日間利用できます,365日間利用可能,1,0,20365
3102727,PD310272,スクールズボン・パープル,男子生徒用　スクールズボン・パープルを30日間利用できます,365日間利用可能,1,0,20365
3102737,PD310273,スクールシューズ・ホワイト,男子生徒用　スクールシューズ・ホワイトを30日間利用できます,365日間利用可能,1,0,20365
3102747,PD310274,スクールハット・？？？,男子生徒用　スクールハット・？？？を30日間利用できます,365日間利用可能,1,0,20365
3202707,PD320270,クラシック制服,女生徒用　クラシック制服を30日間利用できます,365日間利用可能,2,0,20365
3202717,PD320271,スクールジャケット・パープル,女生徒用　スクールジャケット・パープルを30日間利用できます,365日間利用可能,2,0,20365
3202727,PD320272,スクールスカート・オレンジ,女生徒用　スクールスカート・オレンジを30日間利用できます,365日間利用可能,2,0,20365
3202737,PD320273,スクールシューズ・パープル,女生徒用　スクールシューズ・パープルを30日間利用できます,365日間利用可能,2,0,20365
3202747,PD320274,スクールハット・パープル,女生徒用　スクールハット・パープルを30日間利用できます,365日間利用可能,2,0,20365
3102807,PD310280,モダン制服,男子生徒用　モダン制服を30日間利用できます,365日間利用可能,1,0,20365
3102817,PD310281,スクールジャケット・ピンク,男子生徒用　スクールジャケット・ピンクを30日間利用できます,365日間利用可能,1,0,20365
3102827,PD310282,スクールズボン・オレンジ,男子生徒用　スクールズボン・オレンジを30日間利用できます,365日間利用可能,1,0,20365
3102837,PD310283,スクールシューズ・オレンジ,男子生徒用　スクールシューズ・オレンジを30日間利用できます,365日間利用可能,1,0,20365
3102847,PD310284,スクールハット・？？？,男子生徒用　スクールハット・？？？を30日間利用できます,365日間利用可能,1,0,20365
3202807,PD320280,モダン制服,女生徒用　モダン制服を30日間利用できます,365日間利用可能,2,0,20365
3202817,PD320281,スクールジャケット・ピンク,女生徒用　スクールジャケット・ピンクを30日間利用できます,365日間利用可能,2,0,20365
3202827,PD320282,スクールスカート・パープル,女生徒用　スクールスカート・パープルを30日間利用できます,365日間利用可能,2,0,20365
3202837,PD320283,スクールシューズ・ピンク,女生徒用　スクールシューズ・ピンクを30日間利用できます,365日間利用可能,2,0,20365
3202847,PD320284,スクールハット・ピンク,女生徒用　スクールハット・ピンクを30日間利用できます,365日間利用可能,2,0,20365
1100241,PD110024,スティンガーブレイズ,ブレード「スティンガーブレイズ」を30日間利用できます,1日間利用可能,0,0,20001
1200171,PD120017,タウロスギア,グローブ「タウロスギア」を30日間利用できます,1日間利用可能,0,0,20001
1300231,PD130023,ピンクサーペント,ミューラ「ピンクサーペント」を30日間利用できます,1日間利用可能,0,0,20001
1400211,PD140021,ジェノサイド,スピリット「ジェノサイド」を30日間利用できます,1日間利用可能,0,0,20001
1100242,PD110024,スティンガーブレイズ,ブレード「スティンガーブレイズ」を30日間利用できます,3日間利用可能,0,0,20003
1200172,PD120017,タウロスギア,グローブ「タウロスギア」を30日間利用できます,3日間利用可能,0,0,20003
1300232,PD130023,ピンクサーペント,ミューラ「ピンクサーペント」を30日間利用できます,3日間利用可能,0,0,20003
1400212,PD140021,ジェノサイド,スピリット「ジェノサイド」を30日間利用できます,3日間利用可能,0,0,20003
1100243,PD110024,スティンガーブレイズ,ブレード「スティンガーブレイズ」を30日間利用できます,1週間間利用可能,0,0,21001
1200173,PD120017,タウロスギア,グローブ「タウロスギア」を30日間利用できます,1週間間利用可能,0,0,21001
1300233,PD130023,ピンクサーペント,ミューラ「ピンクサーペント」を30日間利用できます,1週間間利用可能,0,0,21001
1400213,PD140021,ジェノサイド,スピリット「ジェノサイド」を30日間利用できます,1週間間利用可能,0,0,21001
1100244,PD110024,スティンガーブレイズ,ブレード「スティンガーブレイズ」を30日間利用できます,30日間利用可能,0,0,20030
1200174,PD120017,タウロスギア,グローブ「タウロスギア」を30日間利用できます,30日間利用可能,0,0,20030
1300234,PD130023,ピンクサーペント,ミューラ「ピンクサーペント」を30日間利用できます,30日間利用可能,0,0,20030
1400214,PD140021,ジェノサイド,スピリット「ジェノサイド」を30日間利用できます,30日間利用可能,0,0,20030
1100245,PD110024,スティンガーブレイズ,ブレード「スティンガーブレイズ」を30日間利用できます,3ヶ月間利用可能,0,0,22003
1200175,PD120017,タウロスギア,グローブ「タウロスギア」を30日間利用できます,3ヶ月間利用可能,0,0,22003
1300235,PD130023,ピンクサーペント,ミューラ「ピンクサーペント」を30日間利用できます,3ヶ月間利用可能,0,0,22003
1400215,PD140021,ジェノサイド,スピリット「ジェノサイド」を30日間利用できます,3ヶ月間利用可能,0,0,22003
1100246,PD110024,スティンガーブレイズ,ブレード「スティンガーブレイズ」を30日間利用できます,6ヶ月間利用可能,0,0,22006
1200176,PD120017,タウロスギア,グローブ「タウロスギア」を30日間利用できます,6ヶ月間利用可能,0,0,22006
1300236,PD130023,ピンクサーペント,ミューラ「ピンクサーペント」を30日間利用できます,6ヶ月間利用可能,0,0,22006
1400216,PD140021,ジェノサイド,スピリット「ジェノサイド」を30日間利用できます,6ヶ月間利用可能,0,0,22006
